id,ReportType,CurrentStatus,Description,DateCreate_Converted,DateClosed_Converted,location,YEAR
"492,134",Broken / Vandalized signs,Referred To Dept,Sign was run over by a car & never replaced,3/13/18 9:14,,"(21.308707458, -157.857469458)",2018
"491,819",Broken / Vandalized signs,Referred To Dept,Sign broke off at base. Safety hazzard.,3/12/18 16:54,,"(21.277934514, -157.697482167)",2018
"491,335",Broken / Vandalized signs,Referred To Dept,Pole #83-623 no parking sign missing screw and loose sign across from Rosses on Keeaumoku near Walmart,3/12/18 4:15,,"(21.297052717, -157.840896059)",2018
"487,974",Broken / Vandalized signs,Referred To Dept,sign faded. can't read it.,3/4/18 15:59,,"(21.40496384, -157.805406707)",2018
"487,682",Broken / Vandalized signs,Referred To Dept,There is no No Parking sign at the intersection so cars are parked too close to the intersection which blocks the view of cars coming onto Lelepua Street. This is a safety problem.,3/3/18 18:06,,"(21.410393045, -157.996373451)",2018
"487,650",Broken / Vandalized signs,Closed,No parking sign faded,3/3/18 15:57,3/5/18 8:28,"(21.338411338, -157.86694203)",2018
"487,649",Broken / Vandalized signs,Referred To Dept,No parking sign faded,3/3/18 15:57,,"(21.338411338, -157.86694203)",2018
"487,529",Broken / Vandalized signs,Closed,Broken bench. Nails coming out,3/3/18 10:05,3/5/18 8:01,"(21.453262, -158.019126)",2018
"487,527",Broken / Vandalized signs,Closed,Broken bench. Nails coming out,3/3/18 10:04,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,524",Broken / Vandalized signs,Closed,Broken bench. Nails coming out,3/3/18 10:02,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,464",Broken / Vandalized signs,Closed,Broken bench by dugout. Nails showing and termit eaten,3/3/18 7:52,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,463",Broken / Vandalized signs,Closed,Broken bench by dugout. Nails showing and termit eaten,3/3/18 7:50,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,462",Broken / Vandalized signs,Closed,Broken bench by dugout. Nails showing and termit eaten,3/3/18 7:49,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,461",Broken / Vandalized signs,Closed,Broken bench by dugout. Nails showing and termit eaten,3/3/18 7:49,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,460",Broken / Vandalized signs,Closed,Broken bench by dugout. Nails showing and termit eaten,3/3/18 7:49,3/5/18 8:00,"(21.453262, -158.019126)",2018
"487,459",Broken / Vandalized signs,Referred To Dept,Broken bench by dugout. Nails showing and termit eaten,3/3/18 7:49,,"(21.453262, -158.019126)",2018
"484,523",Broken / Vandalized signs,Closed,Kawaewae St,2/26/18 22:06,,"(21.61880326, -157.917276013)",2018
"482,862",Broken / Vandalized signs,Closed,sidewalk illegally closed without erecting proper signs at intersection of Kapiolani and Atkinson,2/23/18 9:00,2/23/18 9:21,"(21.291406857, -157.838789826)",2018
"482,859",Broken / Vandalized signs,Referred To Dept,sidewalk illegally closed without erecting proper signs at intersection of Kapiolani and Atkinson,2/23/18 8:57,,"(21.291406857, -157.838789826)",2018
"482,849",Broken / Vandalized signs,Referred To Dept,No parking sign knocked down and in trash,2/23/18 8:44,,"(21.306940542, -157.8451833)",2018
"479,039",Broken / Vandalized signs,Referred To Dept,Stop sign at corner of Kekaa and Mokuhano is faded to illegibility.,2/15/18 0:49,,"(21.297917326, -157.673722412)",2018
"478,552",Broken / Vandalized signs,Closed,There was a school sign identifying Blanche Pope Elementary School. It has been broken for some time now and needs to be replaced,2/13/18 18:14,2/14/18 8:07,"(21.330002026, -157.692633859)",2018
"477,994",Broken / Vandalized signs,Referred To Dept,RThe rUniversity Avenuen sign is very faded. Sign is located at the corner of South King Street and University Avenue fronting the tFedEx Office Print & Ship Center .,2/12/18 23:44,,"(21.29187, -157.8222816)",2018
"477,942",Broken / Vandalized signs,Closed,Test please ignore,2/12/18 17:11,2/13/18 7:53,"(21.304304023, -157.854148977)",2018
"477,882",Broken / Vandalized signs,Referred To Dept,25 MPH sign damaged in car accident. Sign is laying on the ground in the grass strip on Lumiaina Street. Cross street is Alecia Street.,2/12/18 14:08,,"(21.401213469, -158.010588068)",2018
"477,307",Broken / Vandalized signs,Referred To Dept,There was a no parking begin sign at 2644 St. Louis Drive. It rusted and the poke fell and someone removed the entire thing. Now people are parking all the way up around the corner. I would like to have the sign replaced one house up at 2652 by the mai,2/11/18 12:21,,"(21.302728628, -157.799658472)",2018
"477,295",Broken / Vandalized signs,Referred To Dept,Speed limit 25 on the ground,2/11/18 11:40,,"(21.280570023, -157.781775806)",2018
"476,047",Broken / Vandalized signs,Referred To Dept,"yellow sign with pedestrian icon fell down, it's leaning on the nearest telephone pole.",2/7/18 12:03,,"(21.299953355, -157.851818889)",2018
"475,755",Broken / Vandalized signs,Referred To Dept,"Crosswalk sign fell off signage pole in the last high winds. Sign is on the ground in the area. Crosswalk is near the Hawaiian Electric Co./Symphony side of Ward ave. Pictures shown are from Google maps and are not current, but in the right location.",2/6/18 21:23,,"(21.3002418, -157.8516253)",2018
"474,767",Broken / Vandalized signs,Referred To Dept,"Entire pole and sign that read, REDUCED SPEED 15, is completely missing. Attached pic was taken from 2011 google street view picture of this sign. Cross street is Wailele Road. Suspect homeowner may have removed sign for more space to park cars.",2/3/18 17:48,,"(21.4173388, -157.7933645)",2018
"473,983",Broken / Vandalized signs,Referred To Dept,"Pedestrian crossing sign down. Across the street from Topa Building, Fort Street Tower on Queen Street.",,,,1899
"472,391",Broken / Vandalized signs,Closed,The street lamp fronting Banyan Tree Court appears OUT or DEAD.,1/28/18 14:16,1/29/18 10:11,"(21.298826454, -157.83556366)",2018
"472,390",Broken / Vandalized signs,Closed,The street lamp fronting Banyan Tree Court appears OUT or DEAD.,1/28/18 14:15,1/29/18 10:11,"(21.298826454, -157.83556366)",2018
"472,293",Broken / Vandalized signs,Closed,Light appears to be out fronting Banyan Tree Court,1/28/18 8:20,1/29/18 10:09,"(21.298891605, -157.835737507)",2018
"472,291",Broken / Vandalized signs,Closed,The light appears to have died or is out in front of Banyan Tree Court.,1/28/18 8:17,1/29/18 10:09,"(21.298866671, -157.83571484)",2018
"472,290",Broken / Vandalized signs,Closed,The light appears to have died or is out in front of Banyan Tree Court.,1/28/18 8:17,1/29/18 10:09,"(21.298866671, -157.83571484)",2018
"472,040",Broken / Vandalized signs,Referred To Dept,No parking sign completely faded by the sun.,1/27/18 7:47,,"(21.36695007, -158.078937567)",2018
"471,992",Broken / Vandalized signs,Referred To Dept,The temporary sign that was put up on Thursday fell down already,1/26/18 18:39,,"(21.3354684, -157.8450328)",2018
"471,626",Broken / Vandalized signs,Referred To Dept,No parking anytime sign on the ground,1/25/18 18:06,,"(21.306933356, -157.845118701)",2018
"470,625",Broken / Vandalized signs,Referred To Dept,crosswalk sign fronting box office Was Side. saw people almost get hit.,1/23/18 11:40,,"(21.298164561, -157.853400654)",2018
"470,270",Broken / Vandalized signs,Referred To Dept,Stop sign blew down in the wind last week,1/22/18 15:00,,"(21.335602052, -157.845142263)",2018
"469,601",Broken / Vandalized signs,Referred To Dept,Sign blew down during strong winds at this park. Maybe sign can replaced also as itts very old with the new co camping/driving/open fire sign as this is a park in a neighborhood. Thanks!,1/20/18 9:27,,"(21.306494372, -157.831858605)",2018
"469,472",Broken / Vandalized signs,Referred To Dept,Bulb out spike loose,1/19/18 17:32,,"(21.31224611, -157.861848724)",2018
"469,447",Broken / Vandalized signs,Closed,Graffiti spray painted over real estate sign,1/19/18 14:58,1/22/18 8:06,"(21.32866049, -158.083704214)",2018
"469,423",Broken / Vandalized signs,Referred To Dept,Missing No Parking Endn sign,1/19/18 12:56,,"(21.367603344, -158.02406311)",2018
"468,500",Broken / Vandalized signs,Closed,Whole wall with vandalism.,1/17/18 10:21,1/17/18 12:48,"(21.388999481, -158.009814497)",2018
"468,179",Broken / Vandalized signs,Referred To Dept,Speed limit sign is completely sun bleached.,1/16/18 18:32,,"(21.36676726, -158.074549602)",2018
"468,178",Broken / Vandalized signs,Referred To Dept,Speed limit sign is completely sun bleached.,1/16/18 18:31,,"(21.366877229, -158.07509561)",2018
"468,176",Broken / Vandalized signs,Referred To Dept,Speed limit sign is completely sun bleached.,1/16/18 18:26,,"(21.36675579, -158.077219986)",2018
"467,655",Broken / Vandalized signs,Closed,Speed limit sign is sun bleached.,1/15/18 10:38,1/16/18 15:05,"(21.366131114, -158.07916719)",2018
"467,654",Broken / Vandalized signs,Closed,Speed limit sign is sun bleached.,1/15/18 10:38,1/16/18 15:05,"(21.366195043, -158.079175075)",2018
"467,653",Broken / Vandalized signs,Closed,Speed limit sign is completely sun bleached and needs to be replaced. There are multiple signs down Punawainui and Lunawainui streets that have the same issue.,1/15/18 10:38,1/16/18 15:05,"(21.366195043, -158.079175075)",2018
"467,652",Broken / Vandalized signs,Referred To Dept,Speed limit sign is completely sun bleached and needs to be replaced. There are multiple signs down Punawainui and Lunawainui streets that have the same issue.,1/15/18 10:37,,"(21.366195043, -158.079175075)",2018
"467,472",Broken / Vandalized signs,Referred To Dept,Faded 25 mph speed limit sign but since it is a short dead end culdesac seems like it should be 10mph and or No Outlet,1/14/18 20:54,,"(21.365502874, -158.079036009)",2018
"467,471",Broken / Vandalized signs,Referred To Dept,Missing sign at Punawainui st and Makakilo Dr,1/14/18 20:52,,"(21.366081189, -158.079099561)",2018
"467,469",Broken / Vandalized signs,Referred To Dept,Missing street signs on corner of Pueonani and Makakilo Dr,1/14/18 20:43,,"(21.365554785, -158.080081424)",2018
"466,538",Broken / Vandalized signs,Referred To Dept,Pole has no sign on it ewa side of Nuuanu Ave just mauka of Nimitz,1/11/18 8:12,,"(21.310117103, -157.864076882)",2018
"466,351",Broken / Vandalized signs,Referred To Dept,Street sign missing at Austin Ln & Kanoa St,1/10/18 17:32,,"(21.322835992, -157.866844527)",2018
"466,277",Broken / Vandalized signs,Referred To Dept,Apparently the city placed a no parking sign 12 feet up on this power pole where nobody can see it. People are still parking in this area illegally. Nobody looks on the backside of a power pole to find a no parking sign. The sign should be 6 foot tall an,1/10/18 13:36,,"(21.305848905, -157.831110108)",2018
"465,847",Broken / Vandalized signs,Referred To Dept,Very faded stop sign. Right turn off N Kuakini.,1/9/18 18:23,,"(21.327327332, -157.859781104)",2018
"465,839",Broken / Vandalized signs,Referred To Dept,I parking sign has been broken for a year now. Still hasnit been replaced. Every day people park and it contests traffic on this busy street during rush hours. PLEASE REPLACE THE NO PARKING SIGN.,1/9/18 17:32,,"(21.305756403, -157.831073464)",2018
"465,404",Broken / Vandalized signs,Referred To Dept,The Street sign is missing (and has been for 3 years).,1/8/18 19:53,,"(21.36612054, -158.079068225)",2018
"465,168",Broken / Vandalized signs,Referred To Dept,Speed limit sign fell down,1/8/18 7:52,,"(21.32132533, -157.808430348)",2018
"464,275",Broken / Vandalized signs,Referred To Dept,Faded no parking sign,1/4/18 18:20,,"(21.323063401, -157.866333008)",2018
"463,901",Broken / Vandalized signs,Referred To Dept,The sign is facing down on the ground next to the mailbox. Not sure what kind of sign it is. Never looked.,1/4/18 0:38,,"(21.346588772, -158.068296707)",2018
"463,694",Broken / Vandalized signs,Referred To Dept,Missing Street sign on light post 50 on Paiwa Street,1/3/18 9:57,,"(21.407762381, -158.010293929)",2018
"462,978",Broken / Vandalized signs,Referred To Dept,push to cross button mounting broken and dangling,1/1/18 16:33,,"(21.290256828, -157.837862915)",2018
"462,646",Broken / Vandalized signs,Closed,Broken crosswalk button,12/30/17 10:44,,"(21.290392459, -157.83782337)",2017
"462,629",Broken / Vandalized signs,Closed,"On the Pearl Harbor Bike Path, just before the approach to Waipio Access Rd, the top rail of a section of the chain link fence was removed, causing the fence to fall over onto the bike path.",12/30/17 9:31,,"(21.385338421, -157.99284007)",2017
"462,628",Broken / Vandalized signs,Closed,"On the Pearl Harbor Bike Path, just before the approach to Waipio Access Rd, the top rail of a section of the chain link fence was removed, causing the fence to fall over onto the bike path.",12/30/17 9:30,,"(21.385338421, -157.99284007)",2017
"462,627",Broken / Vandalized signs,Closed,"On the Pearl Harbor Bike Path, just before the approach to Waipio Access Rd, the top rail of a section of the chain link fence was removed, causing the fence to fall over onto the bike path.",12/30/17 9:30,,"(21.385338421, -157.99284007)",2017
"462,111",Broken / Vandalized signs,Referred To Dept,Pole rusted at base and fell over.,12/28/17 10:59,,"(21.368467472, -158.021162085)",2017
"460,990",Broken / Vandalized signs,Referred To Dept,cross st sign broken and laying next to road. pls replace. Thank you.,12/22/17 15:56,,"(21.338625423, -158.042443195)",2017
"460,939",Broken / Vandalized signs,Closed,Two way yellow sign on Matlock and Kinau graffitied over.,12/22/17 12:07,12/22/17 12:14,"(21.3022136, -157.8402247)",2017
"460,923",Broken / Vandalized signs,Closed,"Aloha,",,,,1899
"460,921",Broken / Vandalized signs,Closed,"Aloha,",,,,1899
"460,920",Broken / Vandalized signs,Closed,"Aloha,",,,,1899
"460,919",Broken / Vandalized signs,Closed,"Aloha,",,,,1899
"460,918",Broken / Vandalized signs,Closed,"Aloha,",,,,1899
"460,917",Broken / Vandalized signs,Closed,"Aloha,",,,,1899
"460,915",Broken / Vandalized signs,Referred To Dept,"Aloha,",,,,1899
"459,705",Broken / Vandalized signs,Referred To Dept,broke. u turn sign. appears to have been hit via vehicle. pls replace asap,12/18/17 12:54,,"(21.34533004, -158.032160638)",2017
"459,685",Broken / Vandalized signs,Referred To Dept,cross street sign broken and lying o side of the road. pls fix asap.,12/18/17 12:20,,"(21.3388626, -158.0395332)",2017
"458,455",Broken / Vandalized signs,Closed,Graffiti-spray paint,12/13/17 16:59,3/22/18 8:47,"(21.288175164, -157.83996968)",2017
"458,454",Broken / Vandalized signs,Referred To Dept,Graffiti-spray paint,12/13/17 16:58,,"(21.288175164, -157.83996968)",2017
"458,432",Broken / Vandalized signs,Referred To Dept,There is a sign for a crosswalk but there are no crosswalks until almost a mile away. Please add crosswalk lines.,12/13/17 14:45,,"(21.415991237, -157.764756132)",2017
