coc_code,state_code,coc_name,coc_total_population_zillow_2017,pit_count_from_2017_zillow_2017,estimated_homeless_rate_percent_zillow_2017,zri_as_percent_of_median_income_zillow_2017,percent_of_coc_living_in_extreme_poverty_zillow_2017,coc_category,pit_overall_homeless_2017,pit_sheltered_es_homeless_2017,pit_sheltered_th_homeless_2017,pit_sheltered_sh_homeless_2017,pit_sheltered_total_homeless_2017,pit_unsheltered_homeless_2017,pit_homeless_individuals_2017,pit_sheltered_es_homeless_individuals_2017,pit_sheltered_th_homeless_individuals_2017,pit_sheltered_sh_homeless_individuals_2017,pit_sheltered_total_homeless_individuals_2017,pit_unsheltered_homeless_individuals_2017,pit_homeless_people_in_families_2017,pit_sheltered_es_homeless_people_in_families_2017,pit_sheltered_th_homeless_people_in_families_2017,pit_sheltered_total_homeless_people_in_families_2017,pit_unsheltered_homeless_people_in_families_2017,pit_homeless_family_households_2017,pit_sheltered_es_homeless_family_households_2017,pit_sheltered_th_homeless_family_households_2017,pit_sheltered_total_homeless_family_households_2017,pit_unsheltered_homeless_family_households_2017,pit_chronically_homeless_2017,pit_sheltered_es_chronically_homeless_2017,pit_sheltered_sh_chronically_homeless_2017,pit_sheltered_total_chronically_homeless_2017,pit_unsheltered_chronically_homeless_2017,pit_chronically_homeless_individuals_2017,pit_sheltered_es_chronically_homeless_individuals_2017,pit_sheltered_sh_chronically_homeless_individuals_2017,pit_sheltered_total_chronically_homeless_individuals_2017,pit_unsheltered_chronically_homeless_individuals_2017,pit_chronically_homeless_people_in_families_2017,pit_sheltered_es_chronically_homeless_people_in_families_2017,pit_sheltered_total_chronically_homeless_people_in_families_2017,pit_unsheltered_chronically_homeless_people_in_families_2017,pit_homeless_veterans_2017,pit_sheltered_es_homeless_veterans_2017,pit_sheltered_th_homeless_veterans_2017,pit_sheltered_sh_homeless_veterans_2017,pit_sheltered_total_homeless_veterans_2017,pit_unsheltered_homeless_veterans_2017,pit_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_25_2017,pit_unsheltered_homeless_unaccompanied_youth_under_25_2017,pit_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_18_2017,pit_unsheltered_homeless_unaccompanied_youth_under_18_2017,pit_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_es_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_th_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_total_homeless_unaccompanied_youth_age_18_24_2017,pit_unsheltered_homeless_unaccompanied_youth_age_18_24_2017,pit_homeless_parenting_youth_under_25_2017,pit_sheltered_es_homeless_parenting_youth_under_25_2017,pit_sheltered_th_homeless_parenting_youth_under_25_2017,pit_sheltered_total_homeless_parenting_youth_under_25_2017,pit_unsheltered_homeless_parenting_youth_under_25_2017,pit_homeless_parenting_youth_under_18_2017,pit_sheltered_es_homeless_parenting_youth_under_18_2017,pit_sheltered_th_homeless_parenting_youth_under_18_2017,pit_sheltered_total_homeless_parenting_youth_under_18_2017,pit_unsheltered_homeless_parenting_youth_under_18_2017,pit_homeless_parenting_youth_age_18_24_2017,pit_sheltered_es_homeless_parenting_youth_age_18_24_2017,pit_sheltered_th_homeless_parenting_youth_age_18_24_2017,pit_sheltered_total_homeless_parenting_youth_age_18_24_2017,pit_unsheltered_homeless_parenting_youth_age_18_24_2017,pit_homeless_children_of_parenting_youth_2017,pit_sheltered_es_homeless_children_of_parenting_youth_2017,pit_sheltered_th_homeless_children_of_parenting_youth_2017,pit_sheltered_total_homeless_children_of_parenting_youth_2017,pit_unsheltered_homeless_children_of_parenting_youth_2017,cluster_number_zillow_2017,cluster_location,cluster_description
mi-508,mi,lansing/east lansing/ingham county coc,287438,435,0.18,23.81811797,11.06137862,other urban cocs,435,350,40,0,390,45,271,198,33,0,231,40,164,152,7,159,5,42,38,2,40,2,45,31,0,31,14,40,26,0,26,14,5,5,5,0,27,7,18,0,25,2,18,9,9,0,18,0,7,2,5,0,7,0,11,7,4,0,11,0,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,7,7,0,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-509,mi,ann arbor/washtenaw county coc,362072,302,0.09,28.67136623,8.244503297,suburban cocs,302,213,49,0,262,40,242,159,45,0,204,38,60,54,4,58,2,21,18,2,20,1,43,29,0,29,14,41,29,0,29,12,2,0,0,2,38,16,19,0,35,3,23,17,4,0,21,2,2,2,0,0,2,0,21,15,4,0,19,2,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,9,9,0,9,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mi-510,mi,saginaw city & county coc,193923,388,0.22,22.78170854,7.414764653,suburban cocs,388,192,175,6,373,15,188,111,63,6,180,8,200,81,112,193,7,58,25,31,56,2,22,18,2,20,2,18,14,2,16,2,4,4,4,0,15,15,0,0,15,0,28,14,13,1,28,0,9,7,2,0,9,0,19,7,11,1,19,0,21,6,15,21,0,1,0,1,1,0,20,6,14,20,0,51,17,34,51,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-511,mi,lenawee county coc,98444,128,0.14,25.63751997,4.714400732,rural cocs,128,84,44,0,128,0,59,55,4,0,59,0,69,29,40,69,0,22,10,12,22,0,15,15,0,15,0,15,15,0,15,0,0,0,0,0,2,2,0,0,2,0,5,3,2,0,5,0,0,0,0,0,0,0,5,3,2,0,5,0,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,4,1,3,4,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-512,mi,"grand traverse, antrim, leelanau counties coc",171217,228,0.15,28.25369964,3.925900189,rural cocs,228,167,21,0,188,40,167,121,10,0,131,36,61,46,11,57,4,19,15,3,18,1,37,21,0,21,16,33,21,0,21,12,4,0,0,4,18,14,1,0,15,3,15,10,3,0,13,2,3,2,1,0,3,0,12,8,2,0,10,2,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-513,mi,"marquette, alger counties coc",76570,84,0.12,28.59356408,7.742465054,rural cocs,84,50,31,0,81,3,34,29,2,0,31,3,50,21,29,50,0,16,7,9,16,0,4,4,0,4,0,4,4,0,4,0,0,0,0,0,1,1,0,0,1,0,4,4,0,0,4,0,0,0,0,0,0,0,4,4,0,0,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mi-514,mi,battle creek/calhoun county coc,134592,204,0.18,24.76344146,6.547636533,other urban cocs,204,102,73,0,175,29,152,76,52,0,128,24,52,26,21,47,5,16,9,6,15,1,22,13,0,13,9,22,13,0,13,9,0,0,0,0,23,12,10,0,22,1,18,12,4,0,16,2,7,6,1,0,7,0,11,6,3,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-515,mi,monroe city & county coc,149454,193,0.13,23.38757343,4.438696802,suburban cocs,193,122,68,0,190,3,122,55,64,0,119,3,71,67,4,71,0,22,20,2,22,0,13,13,0,13,0,8,8,0,8,0,5,5,5,0,17,3,13,0,16,1,14,8,6,0,14,0,4,1,3,0,4,0,10,7,3,0,10,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mi-516,mi,norton shores/muskegon city & county coc,172813,135,0.11,25.64768523,8.303045642,suburban cocs,135,108,17,0,125,10,87,77,0,0,77,10,48,31,17,48,0,16,11,5,16,0,2,1,0,1,1,2,1,0,1,1,0,0,0,0,5,5,0,0,5,0,4,2,0,0,2,2,0,0,0,0,0,0,4,2,0,0,2,2,10,4,6,10,0,0,0,0,0,0,10,4,6,10,0,17,6,11,17,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-517,mi,jackson city & county coc,159207,140,0.1,23.70066885,7.291277421,rural cocs,140,57,69,0,126,14,52,33,11,0,44,8,88,24,58,82,6,26,8,17,25,1,2,2,0,2,0,2,2,0,2,0,0,0,0,0,1,1,0,0,1,0,5,4,1,0,5,0,1,1,0,0,1,0,4,3,1,0,4,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,2,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mi-518,mi,livingston county coc,187091,103,0.06,23.80015726,2.466524681,suburban cocs,103,47,44,0,91,12,56,28,21,0,49,7,47,19,23,42,5,16,7,8,15,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11,4,7,0,11,0,1,1,0,0,1,0,10,3,7,0,10,0,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,2,1,1,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mi-519,mi,holland/ottawa county coc,287039,258,0.1,26.53054915,4.570252562,suburban cocs,258,103,147,0,250,8,112,63,41,0,104,8,146,40,106,146,0,45,14,31,45,0,4,3,0,3,1,4,3,0,3,1,0,0,0,0,2,2,0,0,2,0,12,8,3,0,11,1,0,0,0,0,0,0,12,8,3,0,11,1,5,3,2,5,0,0,0,0,0,0,5,3,2,5,0,7,3,4,7,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mi-523,mi,eaton county coc,108747,107,0.11,29.2602693,5.611117374,suburban cocs,107,32,69,0,101,6,11,6,1,0,7,4,96,26,68,94,2,28,9,18,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mn-500,mn,minneapolis/hennepin county coc,1220754,3057,0.27,26.8373861,5.227691399,major cities,3057,1657,1102,0,2759,298,1395,880,221,0,1101,294,1662,777,881,1658,4,453,227,224,451,2,342,281,0,281,61,318,259,0,259,59,24,22,22,2,110,64,43,0,107,3,243,81,141,0,222,21,44,12,32,0,44,0,199,69,109,0,178,21,135,52,82,134,1,3,0,3,3,0,132,52,79,131,1,273,89,183,272,1,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mn-501,mn,saint paul/ramsey county coc,535645,1438,0.29,30.27210061,6.204211779,other urban cocs,1438,784,488,0,1272,166,905,538,207,0,745,160,533,246,281,527,6,183,84,97,181,2,269,163,0,163,106,239,135,0,135,104,30,28,28,2,69,45,14,0,59,10,144,63,59,0,122,22,19,12,5,0,17,2,125,51,54,0,105,20,51,21,29,50,1,5,2,3,5,0,46,19,26,45,1,72,28,41,69,3,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mn-502,mn,rochester/southeast minnesota coc,717982,552,0.08,26.46835714,4.74601917,rural cocs,552,167,328,0,495,57,262,46,159,0,205,57,290,121,169,290,0,91,39,52,91,0,38,19,0,19,19,29,10,0,10,19,9,9,9,0,10,3,3,0,6,4,133,7,119,0,126,7,7,1,6,0,7,0,126,6,113,0,119,7,19,8,11,19,0,0,0,0,0,0,19,8,11,19,0,24,10,14,24,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mn-503,mn,"dakota, anoka, washington, scott, carver counties",1264398,544,0.05,22.76077373,2.7589107410000002,suburban cocs,544,323,111,0,434,110,258,157,30,0,187,71,286,166,81,247,39,93,56,27,83,10,74,38,0,38,36,56,29,0,29,27,18,9,9,9,22,13,9,0,22,0,48,26,11,0,37,11,5,3,2,0,5,0,43,23,9,0,32,11,18,7,9,16,2,0,0,0,0,0,18,7,9,16,2,20,9,9,18,2,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mn-504,mn,northeast minnesota coc,125218,99,0.11,29.93534857,5.335004625,rural cocs,99,21,37,0,58,41,63,17,17,0,34,29,36,4,20,24,12,12,1,7,8,4,8,1,0,1,7,8,1,0,1,7,0,0,0,0,3,1,2,0,3,0,16,5,10,0,15,1,1,1,0,0,1,0,15,4,10,0,14,1,5,2,3,5,0,0,0,0,0,0,5,2,3,5,0,6,2,4,6,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mn-505,mn,st. cloud/central minnesota coc,730221,862,0.13,25.39011867,4.239262576,rural cocs,862,260,373,0,633,229,452,131,117,0,248,204,410,129,256,385,25,127,42,78,120,7,17,8,0,8,9,15,6,0,6,9,2,2,2,0,33,10,11,0,21,12,147,23,70,0,93,54,17,7,5,0,12,5,130,16,65,0,81,49,21,1,19,20,1,0,0,0,0,0,21,1,19,20,1,27,2,24,26,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mn-506,mn,northwest minnesota coc,170369,288,0.21,29.69201617,5.097713074,rural cocs,288,86,199,0,285,3,103,45,55,0,100,3,185,41,144,185,0,59,11,48,59,0,2,2,0,2,0,2,2,0,2,0,0,0,0,0,3,2,1,0,3,0,49,17,31,0,48,1,18,13,5,0,18,0,31,4,26,0,30,1,21,2,19,21,0,0,0,0,0,0,21,2,19,21,0,25,3,22,25,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mn-508,mn,moorhead/west central minnesota coc,240746,215,0.11,28.03225323,4.276990329,rural cocs,215,125,87,0,212,3,104,85,16,0,101,3,111,40,71,111,0,36,14,22,36,0,18,18,0,18,0,18,18,0,18,0,0,0,0,0,8,8,0,0,8,0,15,5,10,0,15,0,1,0,1,0,1,0,14,5,9,0,14,0,12,0,12,12,0,0,0,0,0,0,12,0,12,12,0,17,0,17,17,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mn-509,mn,duluth/st.louis county coc,200200,505,0.29,27.29295605,6.83605562,rural cocs,505,137,175,0,312,193,314,85,47,0,132,182,191,52,128,180,11,65,16,45,61,4,138,22,0,22,116,128,12,0,12,116,10,10,10,0,21,8,5,0,13,8,74,12,30,0,42,32,19,7,12,0,19,0,55,5,18,0,23,32,25,1,19,20,5,2,0,0,0,2,23,1,19,20,3,26,1,19,20,6,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mn-511,mn,southwest minnesota coc,277032,108,0.05,26.43031869,4.072415011,rural cocs,108,60,40,0,100,8,43,29,10,0,39,4,65,31,30,61,4,21,11,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,20,12,7,0,19,1,5,5,0,0,5,0,15,7,7,0,14,1,8,3,5,8,0,0,0,0,0,0,8,3,5,8,0,11,5,6,11,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mo-500,mo,st. louis county coc,999793,462,0.06,21.14048324,4.195119583,suburban cocs,462,211,207,0,418,44,254,90,120,0,210,44,208,121,87,208,0,72,39,33,72,0,73,56,0,56,17,44,27,0,27,17,29,29,29,0,18,7,8,0,15,3,155,31,112,0,143,12,27,19,8,0,27,0,128,12,104,0,116,12,42,3,39,42,0,0,0,0,0,0,42,3,39,42,0,51,3,48,51,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
mo-501,mo,st.louis city coc,314210,1336,0.47,28.10350687,13.54113857,other urban cocs,1336,650,544,0,1194,142,821,444,235,0,679,142,515,206,309,515,0,172,66,106,172,0,151,81,0,81,70,144,74,0,74,70,7,7,7,0,169,28,130,0,158,11,77,44,25,0,69,8,4,3,1,0,4,0,73,41,24,0,65,8,59,28,31,59,0,0,0,0,0,0,59,28,31,59,0,77,29,48,77,0,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
mo-503,mo,"st. charles, lincoln, warren counties coc",473166,578,0.15,22.87861228,3.777189017,suburban cocs,578,235,116,0,351,227,306,55,90,0,145,161,272,180,26,206,66,91,66,9,75,16,36,22,0,22,14,26,12,0,12,14,10,10,10,0,11,4,0,0,4,7,81,35,26,0,61,20,23,18,3,0,21,2,58,17,23,0,40,18,9,7,2,9,0,0,0,0,0,0,9,7,2,9,0,16,14,2,16,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mo-600,mo,"springfield/greene, christian, webster counties coc",408354,455,0.13,20.90723106,7.516569795,other urban cocs,455,218,37,0,255,200,335,134,6,0,140,195,120,84,31,115,5,43,30,11,41,2,190,78,0,78,112,155,45,0,45,110,35,33,33,2,34,7,1,0,8,26,38,14,1,0,15,23,5,5,0,0,5,0,33,9,1,0,10,23,7,3,4,7,0,1,1,0,1,0,6,2,4,6,0,7,3,4,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mo-602,mo,"joplin/jasper, newton counties coc",176273,270,0.17,22.18636086,6.652386638,rural cocs,270,165,64,0,229,41,195,127,29,0,156,39,75,38,35,73,2,26,13,12,25,1,45,33,0,33,12,41,29,0,29,12,4,4,4,0,53,19,29,0,48,5,7,5,0,0,5,2,1,1,0,0,1,0,6,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mo-603,mo,"st. joseph/andrew, buchanan, dekalb counties coc",119265,210,0.19,22.86674729,7.839041374,other urban cocs,210,115,59,18,192,18,118,62,20,18,100,18,92,53,39,92,0,28,16,12,28,0,62,30,18,48,14,50,18,18,36,14,12,12,12,0,9,1,5,2,8,1,7,2,4,0,6,1,3,1,2,0,3,0,4,1,2,0,3,1,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,8,6,2,8,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mo-604,mo,"kansas city, independence, lees summit/jackson, wyandotte counties, mo & ks",1007389,1671,0.18,23.20117489,7.394329958,major cities,1671,896,539,7,1442,229,1127,589,307,7,903,224,544,307,232,539,5,163,90,72,162,1,330,227,4,231,99,281,182,4,186,95,49,45,45,4,170,67,71,7,145,25,124,39,77,0,116,8,11,5,6,0,11,0,113,34,71,0,105,8,15,9,5,14,1,0,0,0,0,0,15,9,5,14,1,27,15,8,23,4,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mo-606,mo,missouri balance of state coc,2738152,1244,0.06,23.81937446,6.912668869,rural cocs,1244,720,224,8,952,292,751,425,107,8,540,211,493,295,117,412,81,170,104,41,145,25,245,189,8,197,48,180,128,8,136,44,65,61,61,4,98,63,21,0,84,14,76,50,6,0,56,20,28,18,2,0,20,8,48,32,4,0,36,12,31,21,9,30,1,3,2,1,3,0,28,19,8,27,1,40,30,9,39,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ms-500,ms,"jackson/rankin, madison counties coc",572084,511,0.12,28.9433116,8.979263263,suburban cocs,511,85,146,0,231,280,450,57,113,0,170,280,61,28,33,61,0,21,10,11,21,0,20,13,0,13,7,9,2,0,2,7,11,11,11,0,0,0,0,0,0,0,20,20,0,0,20,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ms-501,ms,mississippi balance of state coc,1933222,697,0.05,31.1221041,10.59048925,rural cocs,697,299,152,0,451,246,465,163,97,0,260,205,232,136,55,191,41,66,36,17,53,13,33,9,0,9,24,33,9,0,9,24,0,0,0,0,51,10,28,0,38,13,30,15,5,0,20,10,1,0,1,0,1,0,29,15,4,0,19,10,9,2,1,3,6,0,0,0,0,0,9,2,1,3,6,14,3,3,6,8,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ms-503,ms,gulf port/gulf coast regional coc,484997,264,0.09,25.83056095,8.729782082,rural cocs,264,37,34,0,71,193,185,19,3,0,22,163,79,18,31,49,30,24,9,7,16,8,19,2,0,2,17,19,2,0,2,17,0,0,0,0,6,1,0,0,1,5,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
mt-500,mt,montana statewide coc,1032083,1529,0.17,30.03066383,6.326224477,rural cocs,1529,748,237,0,985,544,987,517,116,0,633,354,542,231,121,352,190,169,75,42,117,52,198,75,0,75,123,182,73,0,73,109,16,2,2,14,205,67,58,0,125,80,106,53,13,0,66,40,14,6,3,0,9,5,92,47,10,0,57,35,21,5,11,16,5,0,0,0,0,0,21,5,11,16,5,24,6,13,19,5,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-500,nc,winston salem/forsyth county coc,367698,453,0.14,26.64038046,9.061019069,other urban cocs,453,353,75,0,428,25,351,271,55,0,326,25,102,82,20,102,0,34,29,5,34,0,60,58,0,58,2,60,58,0,58,2,0,0,0,0,60,27,28,0,55,5,17,14,1,0,15,2,0,0,0,0,0,0,17,14,1,0,15,2,10,10,0,10,0,0,0,0,0,0,10,10,0,10,0,9,9,0,9,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-501,nc,asheville/buncombe county coc,252888,562,0.24,34.5254864,4.963517326,suburban cocs,562,235,222,0,457,105,505,202,206,0,408,97,57,33,16,49,8,17,10,5,15,2,83,43,0,43,40,83,43,0,43,40,0,0,0,0,239,47,178,0,225,14,30,13,8,0,21,9,6,1,5,0,6,0,24,12,3,0,15,9,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,2,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-502,nc,durham city & county coc,300419,354,0.13,27.48591536,8.084894115,other urban cocs,354,240,54,0,294,60,254,140,54,0,194,60,100,100,0,100,0,29,29,0,29,0,50,29,0,29,21,50,29,0,29,21,0,0,0,0,72,25,44,0,69,3,22,13,2,0,15,7,0,0,0,0,0,0,22,13,2,0,15,7,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-503,nc,north carolina balance of state coc,5075411,3054,0.07,26.49442357,7.438982548,rural cocs,3054,1682,420,0,2102,952,1911,979,209,0,1188,723,1143,703,211,914,229,347,219,63,282,65,382,127,0,127,255,321,102,0,102,219,61,25,25,36,176,87,18,0,105,71,134,80,8,0,88,46,14,9,3,0,12,2,120,71,5,0,76,44,39,31,2,33,6,0,0,0,0,0,39,31,2,33,6,58,46,4,50,8,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nc-504,nc,greensboro/high point coc,516867,573,0.13,24.00447822,7.626316526,other urban cocs,573,392,77,0,469,104,422,274,44,0,318,104,151,118,33,151,0,47,35,12,47,0,30,12,0,12,18,24,6,0,6,18,6,6,6,0,60,18,35,0,53,7,42,35,5,0,40,2,24,22,2,0,24,0,18,13,3,0,16,2,7,3,4,7,0,0,0,0,0,0,7,3,4,7,0,9,4,5,9,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-505,nc,charlotte/mecklenberg coc,1033260,1476,0.17,24.44737973,6.064465263,major cities,1476,991,270,0,1261,215,1016,632,173,0,805,211,460,359,97,456,4,148,118,28,146,2,147,78,0,78,69,147,78,0,78,69,0,0,0,0,137,63,50,0,113,24,71,45,8,0,53,18,5,5,0,0,5,0,66,40,8,0,48,18,24,19,5,24,0,0,0,0,0,0,24,19,5,24,0,46,34,12,46,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-506,nc,"wilmington/brunswick, new hanover, pender counties coc",399727,322,0.09,27.94870716,7.980849034,suburban cocs,322,138,97,0,235,87,256,110,62,0,172,84,66,28,35,63,3,21,8,12,20,1,44,2,0,2,42,44,2,0,2,42,0,0,0,0,48,14,20,0,34,14,16,13,2,0,15,1,7,7,0,0,7,0,9,6,2,0,8,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nc-507,nc,raleigh/wake county coc,1021133,884,0.1,23.49512847,4.214159621,major cities,884,547,149,0,696,188,587,349,61,0,410,177,297,198,88,286,11,92,64,25,89,3,91,33,0,33,58,89,31,0,31,58,2,2,2,0,68,34,13,0,47,21,45,32,2,0,34,11,4,4,0,0,4,0,41,28,2,0,30,11,13,6,7,13,0,0,0,0,0,0,13,6,7,13,0,13,6,7,13,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-509,nc,"gastonia/cleveland, gaston, lincoln counties coc",390735,249,0.08,24.66132968,7.452054122,suburban cocs,249,127,44,0,171,78,164,81,28,0,109,55,85,46,16,62,23,27,15,6,21,6,25,1,0,1,24,17,1,0,1,16,8,0,0,8,14,9,0,0,9,5,23,16,6,0,22,1,7,7,0,0,7,0,16,9,6,0,15,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nc-511,nc,fayetteville/cumberland county coc,327079,442,0.2,21.41921687,8.305915275,other urban cocs,442,54,135,0,189,253,279,34,22,0,56,223,163,20,113,133,30,51,8,33,41,10,136,6,0,6,130,132,2,0,2,130,4,4,4,0,41,0,10,0,10,31,6,0,1,0,1,5,0,0,0,0,0,0,6,0,1,0,1,5,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,4,0,4,4,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nc-513,nc,chapel hill/orange county coc,140970,127,0.1,32.5680979,6.823717469,other urban cocs,127,41,49,0,90,37,100,14,49,0,63,37,27,27,0,27,0,9,9,0,9,0,14,1,0,1,13,14,1,0,1,13,0,0,0,0,11,1,6,0,7,4,5,0,4,0,4,1,0,0,0,0,0,0,5,0,4,0,4,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nc-516,nc,northwest north carolina coc,210136,466,0.32,38.60141228,9.48571091,rural cocs,466,93,26,0,119,347,199,69,11,0,80,119,267,24,15,39,228,89,10,5,15,74,13,6,0,6,7,13,6,0,6,7,0,0,0,0,5,5,0,0,5,0,23,9,3,0,12,11,1,0,1,0,1,0,22,9,2,0,11,11,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,9,0,0,0,9,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
nd-500,nd,north dakota statewide coc,750684,1089,0.16,24.25536613,5.327380885,rural cocs,1089,584,174,0,758,331,832,533,117,0,650,182,257,51,57,108,149,77,15,21,36,41,45,25,0,25,20,37,25,0,25,12,8,0,0,8,74,18,40,0,58,16,80,24,42,0,66,14,17,11,6,0,17,0,63,13,36,0,49,14,17,2,7,9,8,0,0,0,0,0,17,2,7,9,8,19,4,7,11,8,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
